Age,Gender,Country,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
56,Male,United States,No,Yes,Yes,Rarely,6-25,No,Yes,Yes,No,No,Don't know,Medium,Yes,Maybe,Some of them,Some of them,No,No,Don't know,No
31,Male,Germany,No,No,No,Sometimes,6-25,Yes,No,No,No,No,No,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
34,Female,United States,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,No,Don't know,Don't know,Medium,Maybe,No,Some of them,Yes,No,No,Yes,No
28,Male,Germany,No,No,No,Never,26-100,No,No,No,No,No,Don't know,Medium,No,No,Some of them,Some of them,Yes,Yes,Don't know,No
36,Male,Poland,Yes,Yes,Yes,Often,6-25,No,No,No,No,No,Don't know,Medium,No,No,Some of them,Yes,Maybe,Maybe,Yes,Yes
30,Male,United Kingdom,No,No,Yes,Often,26-100,No,No,No,No,No,Yes,Medium,No,No,Some of them,Yes,No,Maybe,Yes,No
35,Male,United States,Yes,No,No,Sometimes,1-5,Yes,Yes,Not sure,No,No,Yes,Easy,No,No,Some of them,Yes,No,No,Yes,No
49,Male,Japan,Yes,Yes,Yes,Sometimes,1-5,Yes,No,Yes,Yes,No,Don't know,Medium,Yes,Yes,No,No,No,No,No,Yes
36,Male,Germany,No,No,No,Sometimes,26-100,No,Yes,Yes,No,No,Yes,Easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
35,Male,Germany,No,No,No,Sometimes,26-100,No,No,No,No,No,Don't know,Easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No
57,Male,United States,No,No,No,Never,26-100,No,Yes,Yes,No,Yes,Yes,Medium,Yes,Maybe,No,No,No,Maybe,Don't know,Yes
37,Male,Ireland,Yes,No,No,Never,6-25,No,No,No,No,No,Don't know,Medium,Yes,Maybe,No,No,No,Maybe,Don't know,No
25,Male,Ireland,No,Yes,Yes,Sometimes,26-100,No,No,No,No,No,Don't know,Medium,Maybe,No,Some of them,Some of them,No,Maybe,No,No
30,Male,Australia,No,No,No,Sometimes,26-100,No,No,No,No,No,Don't know,Easy,No,No,Some of them,Some of them,No,No,Don't know,No
22,Female,Netherlands,No,No,No,Often,6-25,No,No,No,No,No,Don't know,Medium,No,No,No,Some of them,No,Yes,Don't know,No
29,Male,United Kingdom,No,Yes,Yes,Never,100-500,No,Don't know,Not sure,Don't know,Don't know,Don't know,Medium,Maybe,Maybe,No,No,No,No,No,No
54,Male,United Kingdom,Yes,Yes,Yes,Sometimes,1-5,Yes,Don't know,Not sure,No,No,Don't know,Easy,No,No,Some of them,Yes,Yes,Yes,Don't know,Yes
25,Male,Nigeria,No,No,No,Sometimes,6-25,No,No,No,No,No,Don't know,Medium,Maybe,No,Yes,Yes,No,Yes,Don't know,No
29,Male,Poland,No,No,No,Rarely,1-5,No,No,No,No,No,No,Medium,No,Maybe,Some of them,No,No,No,Yes,No
32,Male,Germany,Yes,No,No,Never,1-5,Yes,No,No,No,No,Don't know,Medium,No,No,Some of them,Yes,No,Maybe,Don't know,No
30,Male,United Kingdom,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,Don't know,Yes,Medium,Maybe,No,Some of them,Yes,No,Yes,Yes,No
31,Male,Germany,No,No,No,Sometimes,6-25,No,Don't know,No,No,Don't know,Don't know,Medium,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
20,Female,Switzerland,No,No,No,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Medium,No,No,Some of them,Some of them,No,Maybe,Yes,No
27,Male,United Kingdom,No,No,No,Never,1-5,No,Don't know,No,No,Don't know,Don't know,Medium,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
32,Male,United States,No,No,No,Never,More than 1000,No,Don't know,Not sure,Don't know,Don't know,Don't know,Medium,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
26,Male,Ireland,Yes,No,No,Never,1-5,Yes,No,No,No,No,Don't know,Medium,Maybe,No,Some of them,Yes,Maybe,Maybe,Yes,No
30,Male,Ireland,No,No,Yes,Sometimes,26-100,Yes,No,No,Don't know,No,Don't know,Difficult,Maybe,Maybe,Some of them,No,No,No,No,No
22,Male,India,Yes,No,No,Sometimes,1-5,Yes,Don't know,No,Don't know,Don't know,Don't know,Easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Yes,Yes
24,Male,Ireland,No,No,No,Sometimes,More than 1000,No,Don't know,Not sure,Don't know,Don't know,Don't know,Medium,No,No,No,No,No,No,Don't know,No
26,Male,Netherlands,No,No,No,Never,26-100,No,No,No,No,No,Don't know,Medium,Maybe,Maybe,No,No,No,No,Don't know,No
43,Male,France,No,No,No,Sometimes,100-500,No,Don't know,No,No,No,Don't know,Medium,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
26,Male,Russia,No,No,No,Never,26-100,No,No,Not sure,No,Don't know,Don't know,Medium,No,No,Some of them,No,No,Maybe,Don't know,No
23,Male,United States,No,Yes,No,Sometimes,6-25,No,Don't know,Not sure,No,Don't know,Don't know,Medium,Maybe,No,No,No,No,Maybe,Don't know,No
26,Male,Canada,No,No,No,Sometimes,100-500,Yes,Yes,Not sure,Don't know,Yes,Don't know,Medium,No,No,Some of them,Some of them,No,No,Yes,No
26,Female,Israel,No,Yes,No,Never,100-500,No,Don't know,No,Don't know,Don't know,Don't know,Medium,Maybe,No,Some of them,No,No,No,Yes,No
35,Male,Canada,No,Yes,No,Sometimes,26-100,No,Don't know,No,No,No,Don't know,Medium,Maybe,Maybe,Some of them,Some of them,No,No,No,No
22,Male,India,No,No,No,Sometimes,26-100,No,No,No,No,No,Don't know,Medium,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Don't know,No
29,Female,United States,No,Yes,Yes,Rarely,6-25,No,Don't know,No,No,No,Don't know,Medium,Yes,No,No,No,No,No,Don't know,No
29,Male,Germany,Yes,No,No,Sometimes,1-5,No,No,Yes,No,No,Yes,Easy,No,No,Yes,Yes,Yes,Yes,Yes,No
45,Male,United States,No,No,Yes,Often,1-5,Yes,Yes,Not sure,No,Yes,Don't know,Easy,No,No,Yes,Yes,No,Maybe,Yes,No
33,Male,Bulgaria,No,No,Yes,Rarely,26-100,Yes,No,No,No,No,Don't know,Medium,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes
21,Female,United Kingdom,No,No,No,Sometimes,6-25,No,No,No,No,No,Don't know,Medium,Yes,Maybe,Some of them,No,No,No,Don't know,No
23,Female,India,No,Yes,Yes,Sometimes,More than 1000,No,Don't know,Not sure,No,Don't know,Don't know,Medium,Yes,Maybe,No,No,No,No,Don't know,No
33,Female,United States,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Medium,No,No,Some of them,Yes,No,No,Yes,No
49,Male,United States,No,Yes,Yes,Sometimes,100-500,No,Yes,Not sure,Yes,Yes,Yes,Medium,Maybe,Maybe,Some of them,Yes,No,No,Yes,No
28,Male,United States,No,No,No,Sometimes,26-100,Yes,Don't know,No,No,No,Don't know,Medium,Maybe,No,Some of them,No,No,No,Don't know,No
27,Female,United Kingdom,No,No,Yes,Sometimes,6-25,Yes,Don't know,Not sure,Yes,Don't know,Yes,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
23,Male,Canada,No,No,Yes,Sometimes,6-25,No,Yes,No,No,No,Don't know,Medium,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
29,Male,Netherlands,No,No,No,Never,1-5,Yes,No,No,No,No,Yes,Medium,No,No,Yes,Yes,No,Maybe,Yes,No
30,Male,Germany,No,No,No,Sometimes,26-100,No,Don't know,No,No,Don't know,Yes,Medium,No,No,Some of them,No,Maybe,Maybe,Don't know,No
28,Female,Canada,No,No,No,Sometimes,More than 1000,No,Yes,Not sure,Don't know,Don't know,Don't know,Medium,No,No,Some of them,Yes,No,No,Don't know,No
32,Male,United Kingdom,No,No,No,Sometimes,6-25,No,No,No,No,No,Don't know,Medium,Yes,No,No,No,No,Yes,No,No
37,Male,France,No,No,No,Sometimes,100-500,No,No,No,No,No,Don't know,Medium,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No
31,Male,France,No,No,No,Sometimes,500-1000,No,Don't know,No,No,Don't know,Don't know,Medium,Maybe,Maybe,Some of them,No,No,No,Yes,No
29,Male,United States,No,No,No,Sometimes,6-25,No,No,No,No,Don't know,Don't know,Medium,Maybe,Maybe,Some of them,No,No,No,Don't know,No
33,Male,United States,Yes,Yes,Yes,Rarely,1-5,Yes,No,Yes,Yes,Yes,No,Difficult,No,No,Yes,Yes,No,No,Yes,Yes
37,Male,United States,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Don't know,Don't know,Yes,Medium,Maybe,No,Yes,Yes,No,No,Don't know,No
32,Male,United Kingdom,No,No,Yes,Rarely,100-500,No,Don't know,No,No,No,Don't know,Medium,Maybe,No,Yes,Yes,No,Maybe,No,Yes
26,Male,United States,No,No,No,Never,26-100,No,Don't know,Not sure,No,No,Don't know,Medium,Yes,Yes,Some of them,No,No,No,No,No
32,Male,United States,Yes,No,Yes,Sometimes,1-5,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Easy,No,No,Yes,Yes,Yes,Yes,Don't know,No
37,Female,United States,No,No,No,Sometimes,26-100,Yes,Don't know,Not sure,No,Don't know,Don't know,Medium,Yes,No,Some of them,No,No,No,Don't know,No
29,Male,United States,No,No,Yes,Often,26-100,No,Yes,Yes,No,No,Yes,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
34,Male,United Kingdom,No,No,No,Sometimes,6-25,No,No,No,No,No,Don't know,Medium,Maybe,Maybe,Some of them,Yes,No,Maybe,Don't know,No
27,Male,France,No,No,No,Sometimes,6-25,No,Don't know,Not sure,Don't know,Don't know,Don't know,Medium,No,No,Yes,Yes,No,No,Yes,No
30,Male,United States,No,Yes,No,Never,100-500,No,Don't know,No,No,Don't know,Don't know,Easy,No,No,Some of them,Yes,No,Maybe,Don't know,No
29,Male,United States,No,No,No,Never,6-25,No,Yes,Yes,No,Yes,Yes,Medium,Maybe,No,Some of them,Some of them,No,No,No,No
32,Male,United States,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Don't know,Don't know,Don't know,Difficult,Yes,Maybe,Some of them,No,No,No,No,No
25,Male,Germany,No,No,No,Sometimes,500-1000,No,Yes,Yes,Don't know,Yes,Yes,Medium,Maybe,Maybe,Some of them,Yes,Yes,Yes,Yes,No
37,Male,United States,Yes,No,No,Sometimes,6-25,Yes,Yes,Yes,Yes,No,Yes,Medium,No,No,Yes,Yes,Maybe,Maybe,Yes,No
29,Male,Netherlands,No,Yes,No,Sometimes,6-25,No,No,No,No,No,Don't know,Easy,No,No,Some of them,Yes,No,Maybe,Yes,No
27,Male,United States,No,No,No,Sometimes,26-100,No,Yes,Not sure,No,Don't know,Don't know,Medium,No,No,Yes,Yes,No,No,Don't know,No
33,Male,United Kingdom,No,No,No,Sometimes,6-25,No,Don't know,No,No,No,Don't know,Medium,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No
29,Male,Canada,No,No,No,Sometimes,1-5,Yes,No,Yes,No,No,Don't know,Medium,Maybe,Maybe,Yes,Yes,No,Maybe,Don't know,No
25,Male,United States,No,Yes,Yes,Never,6-25,Yes,Don't know,No,Yes,Don't know,Don't know,Medium,Yes,No,Some of them,Yes,No,No,No,No
31,Male,South Africa,No,No,No,Never,100-500,Yes,No,No,No,No,No,Medium,No,No,Some of them,Some of them,No,Maybe,No,No
21,Male,Germany,No,No,No,Rarely,6-25,Yes,Don't know,No,No,No,Don't know,Easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No
30,Male,Switzerland,No,Yes,Yes,Sometimes,26-100,No,Don't know,No,No,No,No,Difficult,Yes,Yes,No,No,No,No,No,No
43,Male,Croatia,Yes,No,Yes,Sometimes,1-5,Yes,No,No,No,No,Yes,Difficult,Yes,No,Yes,No,No,Maybe,No,Yes
37,Male,United Kingdom,No,No,Yes,Often,6-25,No,No,No,No,No,Don't know,Medium,Yes,No,Yes,Yes,Maybe,Yes,No,No
24,Male,France,No,No,No,Sometimes,26-100,No,No,No,Yes,No,Don't know,Medium,Maybe,No,Yes,Some of them,No,No,Don't know,No
29,Male,United States,No,No,No,Sometimes,6-25,Yes,Don't know,Not sure,No,No,Don't know,Easy,No,No,Yes,Yes,No,No,Don't know,No
33,Male,United Kingdom,No,No,Yes,Sometimes,26-100,No,Don't know,Not sure,No,No,Don't know,Medium,Maybe,No,Some of them,No,No,Maybe,Don't know,No
27,Male,United Kingdom,No,No,No,Sometimes,6-25,No,No,No,No,Yes,Yes,Medium,Maybe,No,Yes,Some of them,No,Yes,Yes,No
37,Male,Australia,No,Yes,Yes,Sometimes,26-100,No,No,Yes,No,No,Yes,Easy,No,No,Some of them,Yes,No,Maybe,Yes,Yes
32,Male,Belgium,No,No,No,Sometimes,6-25,No,No,Yes,No,No,Don't know,Difficult,Yes,Maybe,No,No,No,No,No,No
39,Male,United Kingdom,No,No,Yes,Sometimes,100-500,No,No,No,No,No,Don't know,Easy,No,No,No,Some of them,No,Yes,Yes,No
31,Male,United States,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,No,Don't know,Don't know,Medium,Maybe,No,Some of them,Yes,Maybe,Yes,Don't know,No
36,Male,United States,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,No,No,Don't know,Difficult,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No
30,Male,United States,Yes,No,Yes,Sometimes,26-100,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Medium,No,No,Some of them,Some of them,No,Yes,Don't know,No
28,Male,Canada,No,No,No,Sometimes,6-25,No,Yes,Not sure,No,Don't know,Yes,Easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
32,Male,Italy,No,No,No,Sometimes,6-25,No,No,No,No,No,No,Medium,Maybe,No,Some of them,No,Maybe,Maybe,No,No
35,Male,United States,No,Yes,Yes,Rarely,6-25,No,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Some of them,Yes,No,No,Yes,No
19,Male,Canada,No,No,Yes,Sometimes,26-100,No,Don't know,Not sure,No,No,Don't know,Medium,No,No,Some of them,Yes,No,Yes,Don't know,No
33,Male,Norway,No,Yes,No,Sometimes,26-100,No,Yes,Yes,No,No,Don't know,Easy,No,No,Some of them,Yes,No,No,Don't know,No
42,Male,Germany,No,No,No,Sometimes,More than 1000,Yes,Don't know,Not sure,Yes,Yes,Yes,Easy,No,No,Some of them,No,No,Maybe,Yes,No
37,Male,United States,No,Yes,Yes,Sometimes,100-500,No,Don't know,Not sure,Don't know,Don't know,Don't know,Medium,Maybe,No,Some of them,Some of them,No,No,Don't know,No
40,Male,Thailand,Yes,No,No,Never,6-25,No,No,No,No,No,Yes,Easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
36,Male,United States,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Some of them,Yes,No,No,Yes,No
26,Male,United States,No,Yes,Yes,Sometimes,More than 1000,No,Yes,No,Yes,Don't know,Don't know,Medium,Yes,Maybe,No,No,No,Maybe,No,No
34,Male,Germany,No,No,No,Rarely,26-100,No,No,No,No,No,Yes,Medium,Maybe,Maybe,No,Some of them,Maybe,Maybe,Yes,No
31,Male,Canada,Yes,Yes,No,Sometimes,1-5,Yes,No,Yes,No,No,Yes,Medium,No,No,No,No,No,No,Yes,No
37,Male,Ireland,No,Yes,Yes,Sometimes,1-5,No,No,No,No,No,Don't know,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
38,Male,Ireland,No,Yes,Yes,Sometimes,1-5,No,No,No,No,No,No,Difficult,Yes,Yes,No,No,No,No,No,No
27,Female,United States,No,No,Yes,Sometimes,100-500,No,Don't know,Not sure,Yes,Don't know,Don't know,Medium,Yes,No,Some of them,No,No,Maybe,No,No
39,Male,Netherlands,Yes,No,No,Sometimes,6-25,No,No,No,Yes,No,Yes,Medium,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
33,Female,United States,Yes,Yes,Yes,Sometimes,1-5,No,Yes,Yes,Yes,Yes,Yes,Medium,Maybe,Yes,Some of them,No,No,No,No,No
27,Male,United Kingdom,No,No,No,Never,26-100,No,Don't know,Not sure,No,Don't know,Don't know,Medium,No,No,Some of them,No,Yes,Yes,Don't know,No
36,Female,United States,No,No,Yes,Never,6-25,Yes,Yes,No,No,No,Don't know,Medium,Maybe,Maybe,Some of them,Some of them,No,No,No,No
28,Male,United Kingdom,No,No,No,Never,26-100,No,Don't know,Not sure,No,No,Don't know,Medium,No,No,Some of them,Yes,Maybe,Yes,Don't know,No
33,Male,United States,Yes,Yes,Yes,Sometimes,1-5,Yes,No,Yes,No,No,Yes,Easy,Maybe,Maybe,Yes,Yes,No,No,Yes,No
37,Male,United Kingdom,No,Yes,Yes,Rarely,6-25,No,No,No,No,No,Yes,Medium,Yes,No,Some of them,Yes,No,Maybe,No,Yes
43,Male,United States,No,No,No,Sometimes,6-25,Yes,Don't know,No,No,Don't know,Don't know,Medium,Maybe,No,No,No,No,Maybe,No,No
27,Female,United States,No,No,No,Sometimes,More than 1000,No,Don't know,Not sure,No,Yes,Don't know,Medium,Maybe,No,Some of them,Yes,No,No,Don't know,No
31,Female,United Kingdom,No,No,No,Sometimes,6-25,No,Don't know,No,No,No,Don't know,Medium,No,No,Yes,Yes,Maybe,Maybe,Don't know,No
43,Male,United Kingdom,No,No,Yes,Never,26-100,No,Don't know,No,No,Don't know,Don't know,Medium,No,No,Yes,Yes,Yes,Yes,Don't know,No
33,Male,United States,No,No,Yes,Sometimes,6-25,Yes,No,Yes,No,No,Yes,Medium,No,No,Yes,Yes,Yes,Yes,Don't know,No
34,Male,United Kingdom,No,Yes,Yes,Sometimes,More than 1000,No,Don't know,Not sure,Don't know,Don't know,Yes,Easy,No,No,Some of them,Yes,No,Maybe,Yes,No
33,Male,United States,Yes,No,No,Sometimes,1-5,No,Don't know,No,No,No,Don't know,Medium,No,No,Yes,Yes,No,Maybe,Don't know,No
25,Male,United States,No,No,No,Sometimes,6-25,No,Don't know,No,No,No,Don't know,Medium,No,No,Some of them,Yes,No,No,Don't know,No
32,Male,United Kingdom,Yes,Yes,No,Sometimes,1-5,No,No,Yes,No,No,Yes,Medium,No,No,No,Yes,No,Maybe,No,No
25,Male,United States,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Don't know,Don't know,Yes,Medium,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No
39,Male,Switzerland,No,No,Yes,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Medium,No,No,Some of them,Some of them,No,Maybe,Yes,No
29,Male,United Kingdom,No,No,No,Rarely,100-500,No,Don't know,Not sure,No,No,Don't know,Medium,No,No,Some of them,Yes,No,Maybe,Don't know,Yes
33,Male,United States,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Don't know,Don't know,Don't know,Medium,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
37,Female,United States,No,No,Yes,Often,6-25,Yes,Don't know,Not sure,No,No,Yes,Medium,Yes,No,Some of them,Some of them,No,Yes,No,Yes
22,Female,United States,No,Yes,Yes,Sometimes,More than 1000,No,Don't know,Not sure,Don't know,Don't know,Don't know,Difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,No,Yes
38,Male,United States,No,No,No,Never,26-100,No,Yes,Yes,No,No,Don't know,Medium,Maybe,No,Some of them,Yes,No,Maybe,No,Yes
32,Female,United States,No,Yes,Yes,Often,100-500,No,Yes,No,No,Don't know,Don't know,Medium,Yes,No,Some of them,Yes,No,No,Don't know,No
28,Male,Brazil,No,No,No,Sometimes,26-100,No,Don't know,No,No,No,Don't know,Medium,Maybe,No,Some of them,Yes,Maybe,Yes,No,Yes
27,Male,Switzerland,No,Yes,No,Sometimes,26-100,No,No,No,No,No,Don't know,Medium,Maybe,No,Some of them,Yes,No,Yes,No,No
35,Female,United States,No,No,Yes,Sometimes,100-500,Yes,Don't know,No,Don't know,Don't know,Don't know,Easy,Maybe,No,Some of them,No,No,Maybe,Yes,No
23,Male,United States,No,Yes,Yes,Sometimes,6-25,No,No,Yes,No,No,Don't know,Easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
39,Male,United States,No,No,No,Sometimes,26-100,Yes,Yes,No,No,No,Don't know,Medium,Yes,Maybe,No,No,No,No,Don't know,No
30,Female,United States,No,No,No,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Some of them,No,No,No,Yes,No
32,Male,United Kingdom,No,No,No,Sometimes,26-100,No,Don't know,Not sure,No,Don't know,Don't know,Medium,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No
28,Other,United States,No,No,Yes,Sometimes,26-100,No,No,Yes,No,No,Don't know,Medium,Yes,Maybe,Some of them,Some of them,No,No,No,Yes
36,Female,United States,No,Yes,No,Sometimes,6-25,No,Don't know,No,No,Don't know,Don't know,Medium,No,No,No,Some of them,No,Maybe,Yes,No
27,Male,United States,No,No,No,Sometimes,26-100,Yes,Don't know,Not sure,No,Don't know,Don't know,Easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
41,Male,United States,No,Yes,No,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Don't know,Medium,Maybe,No,Some of them,Some of them,No,Maybe,No,No
29,Male,United Kingdom,No,No,No,Never,6-25,No,Don't know,No,No,No,Don't know,Medium,Maybe,No,Some of them,No,No,Maybe,Don't know,No
29,Male,United Kingdom,No,No,Yes,Sometimes,100-500,No,No,No,No,No,Don't know,Medium,No,No,Some of them,Some of them,No,Maybe,No,No
28,Male,United States,No,No,Yes,Never,6-25,Yes,No,Yes,No,No,Don't know,Medium,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
36,Female,United Kingdom,Yes,No,No,Sometimes,1-5,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Medium,Maybe,No,Some of them,No,No,No,Don't know,No
39,Female,United States,No,No,No,Sometimes,26-100,No,Don't know,Not sure,No,Don't know,Don't know,Medium,Yes,No,No,No,No,Yes,Don't know,No
39,Male,United States,No,Yes,Yes,Sometimes,500-1000,No,Yes,Yes,Yes,Yes,Yes,Difficult,Maybe,No,Some of them,Yes,No,No,Don't know,No
44,Male,United States,Yes,Yes,Yes,Sometimes,1-5,Yes,No,Yes,No,No,No,Easy,Yes,Yes,Some of them,No,No,No,Yes,No
26,Other,Germany,Yes,No,Yes,Sometimes,6-25,Yes,No,Not sure,Yes,Yes,Yes,Easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes,No
35,Male,Denmark,Yes,Yes,Yes,Often,1-5,No,No,Yes,Yes,No,Don't know,Medium,No,No,Some of them,Some of them,Maybe,Yes,Yes,No
35,Male,Denmark,Yes,Yes,Yes,Often,1-5,No,No,Yes,Yes,No,Don't know,Medium,No,No,Some of them,Some of them,Maybe,Yes,Yes,No
38,Male,United States,No,No,No,Never,More than 1000,Yes,No,Yes,No,No,No,Difficult,Yes,Yes,No,No,No,No,Don't know,No
34,Male,United States,No,No,No,Sometimes,More than 1000,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Medium,No,No,Some of them,Yes,No,Maybe,Yes,No
43,Male,United States,No,No,No,Sometimes,More than 1000,No,Yes,No,Yes,Yes,Don't know,Medium,No,No,Some of them,Yes,No,Maybe,Don't know,No
48,Female,United States,No,Yes,No,Often,26-100,No,Don't know,No,No,No,No,Difficult,Yes,Yes,No,Some of them,No,No,No,Yes
20,Male,United States,No,No,No,Never,26-100,No,Don't know,Not sure,Don't know,Don't know,Don't know,Medium,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
40,Male,United States,Yes,No,No,Sometimes,1-5,Yes,Don't know,Not sure,No,No,Don't know,Medium,Yes,Maybe,Some of them,No,No,No,Don't know,No
29,Female,United Kingdom,No,No,Yes,Rarely,6-25,No,Don't know,No,No,No,Don't know,Medium,Maybe,No,Some of them,No,No,Maybe,Don't know,No
40,Male,United States,No,No,No,Never,100-500,No,Yes,Not sure,No,Don't know,Don't know,Medium,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No
29,Male,Sweden,No,No,Yes,Rarely,6-25,No,No,Yes,No,No,Yes,Easy,No,No,Some of them,Yes,No,No,Yes,No
29,Female,United States,No,Yes,Yes,Rarely,100-500,No,Yes,Not sure,Don't know,No,Don't know,Medium,No,No,Yes,Yes,No,Maybe,Don't know,No
34,Male,United States,No,No,Yes,Sometimes,1-5,No,No,No,No,No,Don't know,Medium,Yes,No,No,No,No,Yes,Don't know,No
24,Female,United States,No,Yes,Yes,Often,6-25,No,Yes,Yes,No,No,Yes,Easy,No,No,Some of them,Yes,No,Yes,No,Yes
47,Female,United States,No,No,No,Sometimes,100-500,Yes,Don't know,No,No,Don't know,Don't know,Difficult,Yes,Yes,No,No,No,No,No,No
36,Male,United States,No,No,No,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Medium,No,No,Some of them,Yes,No,No,No,No
36,Male,United Kingdom,Yes,No,No,Sometimes,6-25,Yes,No,No,No,No,Don't know,Medium,No,No,Yes,Yes,No,Maybe,Don't know,Yes
31,Female,United States,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,No,No,Don't know,Medium,No,No,Yes,Yes,Maybe,Maybe,Don't know,No
35,Male,United States,No,No,No,Sometimes,More than 1000,No,Don't know,Not sure,Yes,Don't know,Don't know,Medium,Maybe,No,Some of them,No,No,No,Don't know,No
37,Male,Italy,No,No,No,Sometimes,26-100,No,Don't know,Not sure,Don't know,Don't know,Don't know,Medium,Yes,Yes,Some of them,No,No,No,No,No
34,Male,United States,No,No,Yes,Sometimes,100-500,No,Don't know,No,Yes,Don't know,Yes,Medium,Maybe,No,Some of them,No,No,No,Don't know,No
36,Male,Netherlands,Yes,No,Yes,Sometimes,1-5,No,No,No,No,No,Don't know,Easy,No,No,Yes,No,No,No,Yes,No
40,Male,United States,Yes,Yes,Yes,Sometimes,1-5,Yes,No,Yes,No,No,Yes,Easy,No,No,Yes,Yes,No,No,Yes,No
40,Male,United States,No,No,No,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Medium,No,No,Some of them,Some of them,No,Maybe,Don't know,No
42,Male,United States,No,No,Yes,Sometimes,1-5,Yes,No,Yes,No,No,Don't know,Medium,Maybe,No,No,No,No,Maybe,Don't know,No
23,Male,United States,No,Yes,No,Sometimes,26-100,Yes,Yes,Yes,No,Don't know,Yes,Medium,Maybe,No,No,Some of them,No,No,Don't know,No
26,Male,Canada,No,No,No,Sometimes,6-25,Yes,No,No,No,No,Don't know,Difficult,Yes,Maybe,Some of them,Some of them,No,Maybe,Don't know,No
31,Male,United States,No,Yes,No,Sometimes,6-25,No,Don't know,Not sure,No,No,Don't know,Medium,Maybe,No,Some of them,Some of them,No,No,Don't know,No
25,Male,United States,No,Yes,No,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No
51,Male,United States,No,No,No,Never,More than 1000,Yes,Yes,Yes,Yes,Yes,Yes,Easy,No,No,Yes,Yes,No,No,Yes,No
24,Male,United States,No,No,No,Sometimes,6-25,No,Don't know,Not sure,Don't know,No,Yes,Medium,No,No,Some of them,Yes,No,Maybe,Don't know,No
33,Male,United States,No,No,No,Sometimes,100-500,No,No,No,No,No,Don't know,Medium,Maybe,No,Some of them,Yes,No,No,No,No
